Name,Facility Type,AHCA Number (File Number),Phone Number,Licensed Beds,License ID,License Number,License Status,Closed Date,License Effective Date,License Expiration Date,Street Address,Street Address 2,Street City,Street Zip,Street State,Street County,Mailing Address,Mailing Address 2,Mailing City,Mailing State,Mailing Zip,Mailing County,Owner,Owner Since,Profit Status,Web Address,Admin/CEO
"ACC SUNSHINE, INC",Assisted Living Facility,11969728,(786) 303-5713,6,450799,13478,LICENSED,,6/8/2024 12:00:00 AM,6/7/2026 12:00:00 AM,10899 SW 229 ST,,MIAMI,33170,FL,Miami-Dade,10899 SW 229 ST,,MIAMI,FL,33170,Miami-Dade,"ACC SUNSHINE, INC.",4/30/2020 12:00:00 AM,For-Profit,https://www.accsunshinealf.com,AMARILYS CRUZ-COLLAZO
"ACCORDIA WOODS, LLC",Assisted Living Facility,11967339,(727) 771-1917,25,265262,11400,LICENSED,,11/20/2024 12:00:00 AM,11/19/2026 12:00:00 AM,1889 CURLEW RD,,PALM HARBOR,34683-6816,FL,Pinellas,1889 CURLEW RD,,PALM HARBOR,FL,34683-6816,Pinellas,"ACCORDIA WOODS, LLC",7/2/2008 12:00:00 AM,For-Profit,accordiawoods.com,BRADFORD STIGLEMAN
ACHOY ASSISTED LIVING INC,Assisted Living Facility,11969155,(305) 826-6365,27,395632,12981,IN REVIEW,,6/11/2023 12:00:00 AM,6/10/2025 12:00:00 AM,3601 W 11 AVE,,HIALEAH,33012,FL,Miami-Dade,3601 W 11 AVE,,HIALEAH,FL,33012,Miami-Dade,"ACHOY ASSISTED LIVING, INC.",1/10/2017 12:00:00 AM,For-Profit,,EYALINES ACHOY
ACTIVE SENIOR LIVING RESIDENCE,Assisted Living Facility,11965625,(954) 721-1115,72,4512,9969,IN REVIEW,,8/6/2023 12:00:00 AM,8/5/2025 12:00:00 AM,9057 NW 57TH ST,,TAMARAC,33351-4305,FL,Broward,9057 NW 57TH ST,,TAMARAC,FL,33351-4305,Broward,ACTIVE SERENITY LLC,2/24/2017 12:00:00 AM,For-Profit,http://www.cherryoakseniorliving.com/house/cherry-oak/,MACKENZIE KELLER
ADA ALF INC,Assisted Living Facility,11966547,(305) 226-4283,6,200987,10770,IN LITIGATION,,3/27/2026 12:00:00 AM,3/18/2026 12:00:00 AM,683 NW 122ND PL,,MIAMI,33182-2020,FL,Miami-Dade,683 NW 122ND PL,,MIAMI,FL,33182-2020,Miami-Dade,ADA ALF INC,8/22/2005 12:00:00 AM,For-Profit,,YODANYS AREVALO
ADA RETIREMENT HOME INC,Assisted Living Facility,11969210,(786) 239-4946,6,400168,13082,IN REVIEW,,11/30/2023 12:00:00 AM,11/29/2025 12:00:00 AM,230 SW 119TH AVE,,MIAMI,33184,FL,Miami-Dade,230 SW 119TH AVE,,MIAMI,FL,33184,Miami-Dade,"ADA RETIREMENT HOME, INC",6/9/2017 12:00:00 AM,For-Profit,,EMILIA RONDON
ADAM F/F INC,Assisted Living Facility,11910896,(305) 888-6356,21,1219,5853,IN REVIEW,,2/16/2024 12:00:00 AM,2/15/2026 12:00:00 AM,34 W 14TH ST,,HIALEAH,33010,FL,Miami-Dade,34 W 14TH ST,,HIALEAH,FL,33010,Miami-Dade,ADAM F/F INC,11/10/2015 12:00:00 AM,For-Profit,,ELIZABETH TOIRAC
ADAM HOME # 2 INC.,Assisted Living Facility,11963775,(305) 888-7257,12,2866,7196,IN REVIEW,,11/3/2023 12:00:00 AM,11/2/2025 12:00:00 AM,1045 W 2ND AVE,,HIALEAH,33010-3801,FL,Miami-Dade,1045 W 2ND AVE,,HIALEAH,FL,33010-3801,Miami-Dade,ADAM HOME #2 INC,8/5/2009 12:00:00 AM,For-Profit,,ELIZABETH TOIRAC
"ADAMS RETIREMENT HOME, INC.",Assisted Living Facility,11964524,(954) 316-2535,6,3483,9053,IN REVIEW,,12/28/2023 12:00:00 AM,12/27/2025 12:00:00 AM,401 PENNSYLVANIA AVENUE,,FORT LAUDERDALE,33312,FL,Broward,401 PENNSYLVANIA AVENUE,,FORT LAUDERDALE,FL,33312,Broward,"ADAMS RETIREMENT HOME, INC.",9/29/1997 12:00:00 AM,For-Profit,,ENA LINDO-POWELL
ADDINGTON PLACE AT COLLEGE HARBOR,Assisted Living Facility,11953595,(727) 866-3124,90,2711,6140,IN LITIGATION,,9/9/2025 12:00:00 AM,8/25/2025 12:00:00 AM,4600 54TH AVE S,,SAINT PETERSBURG,33711,FL,Pinellas,4600 54TH AVE S,,SAINT PETERSBURG,FL,33711,Pinellas,ARHC ALSPGFL01 TRS LLC,12/4/2014 12:00:00 AM,For-Profit,http://collegeharbor.com/,KATHLEEN TYLER
ADDINGTON PLACE JUPITER,Assisted Living Facility,11968333,(561) 253-8161,80,335997,12270,LICENSED,,5/13/2025 12:00:00 AM,5/12/2027 12:00:00 AM,1031 COMMUNITY DR,,JUPITER,33458,FL,Palm Beach,1031 COMMUNITY DR,,JUPITER,FL,33458,Palm Beach,"ARHC ALJUPFL01 TRS, LLC",2/12/2015 12:00:00 AM,For-Profit,www.seniorlifestyle.com,ROBERT GROSSMAN
ADDINGTON PLACE OF EAST LAKE,Assisted Living Facility,11966055,(727) 943-8878,130,149976,10331,LICENSED,,8/26/2025 12:00:00 AM,8/25/2027 12:00:00 AM,1755 EAST LAKE RD S,,TARPON SPRINGS,34688-9129,FL,Pinellas,1755 EAST LAKE RD S,,TARPON SPRINGS,FL,34688-9129,Pinellas,ARHC ALTSPFL01 TRS LLC,5/28/2015 12:00:00 AM,For-Profit,http://www.eastlakealf.com,CLAYTON HOSCH
ADDINGTON PLACE OF TITUSVILLE,Assisted Living Facility,11967569,(321) 383-2112,90,282590,11575,LICENSED,,5/13/2025 12:00:00 AM,5/12/2027 12:00:00 AM,497 N WASHINGTON AVE,,TITUSVILLE,32796,FL,Brevard,497 N WASHINGTON AVE,,TITUSVILLE,FL,32796,Brevard,"ARHC TVTITFL01 TRS, LLC",2/12/2015 12:00:00 AM,For-Profit,https://www.seniorlifestyle.com/property/florida/addington-place-of-titusville/,JENNIFER BREWER
ADDINGTON PLACE STUART,Assisted Living Facility,11968004,(772) 223-0883,104,313951,11983,LICENSED,,5/13/2025 12:00:00 AM,5/12/2027 12:00:00 AM,3400 SE ASTER LN,,STUART,34994,FL,Martin,3400 SE ASTER LN,,STUART,FL,34994,Martin,"ARHC ALSTUFL01 TRS, LLC",2/12/2015 12:00:00 AM,For-Profit,www.seniorlifestyle.com,ANNA SORRENTINO
ADDISON OF NARCOOSSEE (THE),Assisted Living Facility,11970098,(678) 297-0388,93,511645,13764,LICENSED,,10/1/2024 12:00:00 AM,9/30/2026 12:00:00 AM,2910 N NARCOOSSEE RD,,SAINT CLOUD,34771,FL,Osceola,14755 PRESTON ROAD,SUITE 810,DALLAS,TX,75254,,Sonida St. Cloud LLC,10/1/2024 12:00:00 AM,For-Profit,,CINDY BANEGAS
ADDISON OF OVIEDO (THE),Assisted Living Facility,11969905,(678) 297-0388,93,486201,13654,LICENSED,,10/1/2024 12:00:00 AM,10/1/2026 12:00:00 AM,1915 W COUNTY RD 419,,CHULUOTA,32766,FL,Seminole,14755 PRESTON ROAD,SUITE 810,DALLAS,TX,75254,,"Sonida Oviedo, LLC",10/1/2024 12:00:00 AM,For-Profit,,NICOLE GRANIER
ADELA'S GARDENS ALF INC,Assisted Living Facility,11967529,(305) 385-0953,6,280338,11982,IN REVIEW,,3/8/2024 12:00:00 AM,3/7/2026 12:00:00 AM,12732 SW 93RD STREET,,MIAMI,33186,FL,Miami-Dade,2225 SW 58TH CT,,MIAMI,FL,33155-2250,Miami-Dade,ADELA'S GARDENS ALF INC,12/8/2015 12:00:00 AM,For-Profit,,LADISBEL HERNANDEZ
ADEN SENIOR LIVING,Assisted Living Facility,11970445,(386) 217-1777,160,547661,13905,LICENSED,,7/18/2024 12:00:00 AM,7/17/2026 12:00:00 AM,1211 W GRANADA BLVD,,ORMOND BEACH,32174,FL,Volusia,1211 W. GRANADA BLVD,,ORMOND BEACH,FL,32174,Volusia,"GRANADA ALF MANAGEMENT, LLC",5/1/2024 12:00:00 AM,For-Profit,www.adenseniorliving.com,ASHLEY PETERS
"ADULT CARE OF MIAMI, INC",Assisted Living Facility,11965959,(305) 559-8159,6,144503,10247,LICENSED,,4/6/2025 12:00:00 AM,4/5/2027 12:00:00 AM,9833 SW 27 TERRACE,,MIAMI,33165,FL,Miami-Dade,9833 SW 27 TERRACE,,MIAMI,FL,33165,Miami-Dade,"ADULT CARE OF MIAMI, INC",11/1/2002 12:00:00 AM,For-Profit,,MARIA J MACHADO
ADVANTAGE SENIOR LIVING FACILITY LLC,Assisted Living Facility,11966229,(954) 581-1084,6,172199,10472,LICENSED,,7/9/2025 12:00:00 AM,7/8/2027 12:00:00 AM,1701 SW 47TH AVENUE,,FORT LAUDERDALE,33317,FL,Broward,1701 SW 47TH AVENUE,,FORT LAUDERDALE,FL,33317,Broward,"ADVANTAGE SENIOR LIVING FACILITY, LLC",4/10/2015 12:00:00 AM,For-Profit,,YONAYVIS RAMOS
ADVENT SQUARE,Assisted Living Facility,11967989,(561) 391-7207,48,312686,11947,LICENSED,,4/20/2025 12:00:00 AM,4/19/2027 12:00:00 AM,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,33431,FL,Palm Beach,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,FL,33431,Palm Beach,"TRUSTEES OF ADVENT LUTHERAN CHURCH, INC. (THE)",11/17/2010 12:00:00 AM,Not-For-Profit,www.adventsquare.org,CECILIA E CARROLL
ADVOCATE ASSISTED LIVING INC,Assisted Living Facility,11970515,(407) 399-7171,6,552673,13919,LICENSED,,8/27/2024 12:00:00 AM,8/26/2026 12:00:00 AM,2595 MODAC TRL,,MAITLAND,32751,FL,Orange,2595 MODAC TRL,,MAITLAND,FL,32751,,Advocate Assisted Living Inc,6/1/2024 12:00:00 AM,For-Profit,,JOSHUA LAWARRE
AFH SENIOR CARE CORAL SPRINGS,Assisted Living Facility,11964835,(845) 596-2743,6,3764,9289,LICENSED,,7/22/2024 12:00:00 AM,7/21/2026 12:00:00 AM,11937 NW 31ST ST,,CORAL SPRINGS,33065-3329,FL,Broward,2450 HOLLYWOOD BLVD,STE 605,HOLLYWOOD,FL,33020-6627,Broward,11937 CORAL SPRINGS ALF LLC,7/22/2022 12:00:00 AM,For-Profit,,MARIA DANA NASUI
AFH SENIOR CARE PLANTATION,Assisted Living Facility,11964786,(954) 483-8494,9,3715,9267,PROVISIONAL,,4/1/2026 12:00:00 AM,9/30/2026 12:00:00 AM,621 NW 76TH AVE,,PLANTATION,33324-1440,FL,Broward,621 NW 76TH AVE,,PLANTATION,FL,33324-1440,Broward,"Silver Heights Residency, INC",10/1/2025 12:00:00 AM,For-Profit,https://afhseniorcareflorida.com/,MARIA DANA NASUI
AFH SENIOR CARE POMPANO BEACH,Assisted Living Facility,11967965,(845) 596-2743,10,310983,11929,LICENSED,,7/22/2024 12:00:00 AM,7/21/2026 12:00:00 AM,4200 NE 19TH AVE,,POMPANO BEACH,33064-6019,FL,Broward,4200 NE 19TH AVE,,POMPANO BEACH,FL,33064-6019,Broward,4200 POMPANO BEACH ALF LLC,4/26/2022 12:00:00 AM,For-Profit,https://afhseniorcare.com/project/pompano-beach-afch/,GALE LEAVEN
AGING HOME PARADISE LLC,Assisted Living Facility,11969018,(407) 201-2513,6,385356,12865,LICENSED,,10/6/2024 12:00:00 AM,10/5/2026 12:00:00 AM,110 ZACALO WAY,,KISSIMMEE,34743,FL,Osceola,110 ZACALO WAY,,KISSIMMEE,FL,34743,Osceola,AGING HOME PARADISE LLC,4/14/2016 12:00:00 AM,For-Profit,,SAYRENY BAEZ
"AGING WORLD ALF, LLC",Assisted Living Facility,11969305,(786) 717-7081,6,407334,13121,IN REVIEW,,3/29/2024 12:00:00 AM,3/28/2026 12:00:00 AM,12201 SW 93RD ST,,MIAMI,33186,FL,Miami-Dade,12201 SW 93RD ST,,MIAMI,FL,33186,Miami-Dade,"AGING WORLD ALF, LLC",11/2/2017 12:00:00 AM,For-Profit,,YITSY RODRIGUEZ
AGING WORLD OF WESTCHESTER ALF LLC,Assisted Living Facility,11969765,(786) 558-4747,6,455125,13512,LICENSED,,9/16/2024 12:00:00 AM,9/15/2026 12:00:00 AM,4141 SW 99 CT,,MIAMI,33165,FL,Miami-Dade,4141 SW 99 CT,,MIAMI,FL,33165,Miami-Dade,"AGING WORLD OF WESTCHESTER ALF, LLC",8/11/2020 12:00:00 AM,For-Profit,,YELENA PI-PEREZ
AGUILA ADULT CARE CENTER,Assisted Living Facility,11910002,(813) 872-8000,10,723,7228,LICENSED,,10/23/2024 12:00:00 AM,10/22/2026 12:00:00 AM,503 N MATANZAS,,TAMPA,33609,FL,Hillsborough,503 N MATANZAS,,TAMPA,FL,33609,Hillsborough,AGUILA ENTERPRISES INC,11/20/1992 12:00:00 AM,For-Profit,,ANUPAMA CHAPALAMADUGU
AGUILA ADULT CARE CENTER II,Assisted Living Facility,11953588,(813) 872-8000,16,2705,8768,LICENSED,,11/12/2024 12:00:00 AM,11/11/2026 12:00:00 AM,4011 N HABANA AVE,,TAMPA,33607-6730,FL,Hillsborough,503 N. MATANZAS AVENUE,,TAMPA,FL,33609,Hillsborough,AGUILA ENTERPRISES INC,9/5/1996 12:00:00 AM,For-Profit,,ANUPAMA CHAPALAMADUGU
AGUILA ASSISTED LIVING FACILITY,Assisted Living Facility,11969701,(813) 872-8000,16,448352,13465,LICENSED,,5/19/2024 12:00:00 AM,5/18/2026 12:00:00 AM,4009 N HABANA AVE,,TAMPA,33607,FL,Hillsborough,503 N MATANZAS AVE,,TAMPA,FL,33609,Hillsborough,AGUILA ENTERPRISES INC,5/19/2020 12:00:00 AM,For-Profit,,ANUPAMA CHAPALAMADUGU
AHAVA SENIOR RESIDENCES AT AVENTURA,Assisted Living Facility,11965733,(305) 918-0000,171,4618,10117,PROVISIONAL,,11/4/2025 12:00:00 AM,5/3/2026 12:00:00 AM,2777 NE 183RD ST,,AVENTURA,33160,FL,Miami-Dade,4901 NW 17TH WAY,SUITE 303,FORT LAUDERDALE,FL,33313,Broward,"Colonial Assisted Living at Aventura, LLC",11/4/2025 12:00:00 AM,For-Profit,https://thesterlingaventura.com/,LINDA HORVATH
AHAVA SENIOR RESIDENCES AT BOCA RATON,Assisted Living Facility,11912132,(561) 485-0035,160,1764,7352,PROVISIONAL,,11/17/2025 12:00:00 AM,5/17/2026 12:00:00 AM,1080 NORTHWEST 15TH STREET,,BOCA RATON,33486,FL,Palm Beach,4901 NW 17TH WAY,SUITE 303,FORT LAUDERDALE,FL,33313,Broward,COLONIAL ASSISTED LIVING AT BOCA RATON LLC,11/17/2025 12:00:00 AM,For-Profit,www.seniorlifestyle.com,LISA THWEATT
AIDEN SPRINGS,Assisted Living Facility,11942983,(407) 679-1116,25,2256,8419,LICENSED,,4/18/2025 12:00:00 AM,4/17/2027 12:00:00 AM,5520 HOWELL BRANCH ROAD,,WINTER PARK,32792,FL,Orange,1179 OAK CREEK COURT,,WINTER SPRINGS,FL,32708,Orange,"ALTA HEALTHCARE GROUP, INC",1/18/2007 12:00:00 AM,For-Profit,Aidensprings.com,ALBERT L GREEN
ALABAMA OAKS OF WINTER PARK,Assisted Living Facility,11911313,(407) 622-5076,19,1462,37,LICENSED,,7/10/2025 12:00:00 AM,7/9/2027 12:00:00 AM,1759 ALABAMA DRIVE,,WINTER PARK,32789,FL,Orange,1759 ALABAMA DRIVE,,WINTER PARK,FL,32789,Orange,WINTER PARK ELDERLY SERVICES LLC,9/1/2008 12:00:00 AM,For-Profit,www.alabamaoaks.com,ANGELICA ARBOLEDA
ALAMAR SENIOR LIVING,Assisted Living Facility,11969434,(561) 320-4500,156,418540,13240,LICENSED,,7/1/2025 12:00:00 AM,9/30/2026 12:00:00 AM,8785 LAKE WORTH ROAD,,WELLINGTON,33467,FL,Palm Beach,8785 LAKE WORTH ROAD,,WELLINGTON,FL,33467,Palm Beach,"W-SRC WELLINGTON OWNER GP IX, L.L.C.",10/1/2024 12:00:00 AM,For-Profit,www.harborchase.com,CHRISTINE CHEESEMAN
ALBA COURT RESIDENCES,Assisted Living Facility,11969886,(386) 732-2030,109,482918,13647,IN REVIEW,,9/13/2023 12:00:00 AM,9/12/2025 12:00:00 AM,115 WASHINGTON ST,,NEW SMYRNA BEACH,32168,FL,Volusia,115 WASHINGTON ST,,NEW SMYRNA BEACH,FL,32168,Volusia,"ALBA COURT DEVELOPMENT GROUP, LLC",7/1/2021 12:00:00 AM,For-Profit,albacourt.com,EDNA LIZZETTE DISANO
ALBORADA ALF INC,Assisted Living Facility,11966869,(813) 454-6327,6,226620,11005,LICENSED,,7/24/2025 12:00:00 AM,7/23/2027 12:00:00 AM,6006 N COOLIDGE AVE,,TAMPA,33614-5502,FL,Hillsborough,6006 N COOLIDGE AVE,,TAMPA,FL,33614-5502,Hillsborough,ALBORADA ALF INC,1/22/2007 12:00:00 AM,For-Profit,,YANET ARMAS
ALBORADA ALF INC,Assisted Living Facility,11967878,(813) 454-6327,6,301607,11877,LICENSED,,12/2/2024 12:00:00 AM,12/1/2026 12:00:00 AM,2114 W BURKE ST,,TAMPA,33604-5740,FL,Hillsborough,2114 W BURKE ST,,TAMPA,FL,33604-5740,Hillsborough,ALBORADA ALF INC,5/13/2010 12:00:00 AM,For-Profit,,YANET ARMAS
ALBORADA FAMILY HOME ALF LLC,Assisted Living Facility,11953397,(305) 261-4976,6,2567,8549,IN REVIEW,,1/31/2024 12:00:00 AM,1/30/2026 12:00:00 AM,5524 SW 5 STREET,,MIAMI,33134,FL,Miami-Dade,5524 SW 5 STREET,,MIAMI,FL,33134,Miami-Dade,ALBORADA FAMILY HOME ALF LLC,11/2/2009 12:00:00 AM,For-Profit,,ELIZABETH MUNIZ
ALDEA GREEN,Assisted Living Facility,11963945,(813) 662-0255,120,3010,7656,LICENSED,,3/20/2025 12:00:00 AM,3/19/2027 12:00:00 AM,700 S KINGS AVE,,BRANDON,33511-5925,FL,Hillsborough,700 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,AMERICAN EAGLE BRANDON LLC,12/20/2018 12:00:00 AM,For-Profit,http://eagleseniorliving.org/,ODALYS RODRIGUEZ
ALDER TERRACE GARDENS,Assisted Living Facility,11953263,(941) 629-4417,32,2469,8481,IN REVIEW,,2/29/2024 12:00:00 AM,2/28/2026 12:00:00 AM,26563 SANDHILL BLVD,,PUNTA GORDA,33983,FL,Charlotte,26563 SANDHILL BLVD,,PUNTA GORDA,FL,33983,Charlotte,FLORIDA SENIORS SUPPORT LLP,3/1/2022 12:00:00 AM,For-Profit,https://www.alderterrace.org/,MICHAEL HAY
ALDERMAN OAKS RETIREMENT CENTER INC,Assisted Living Facility,11964447,(941) 955-9099,35,3411,8979,LICENSED,,10/9/2025 12:00:00 AM,10/8/2027 12:00:00 AM,727 HUDSON AVENUE,,SARASOTA,34236,FL,Sarasota,727 HUDSON AVE.,,SARASOTA,FL,34236,Sarasota,ALDERMAN OAKS RETIREMENT CENTER INC.,7/11/1997 12:00:00 AM,For-Profit,aldermanoaks.com,SHIRIN MCCOMB
"ALEA ASSISTED LIVING FACILITIES, LLC",Assisted Living Facility,11965060,(954) 731-4863,8,3982,9465,LICENSED,,8/27/2025 12:00:00 AM,8/26/2027 12:00:00 AM,5304 NW 16TH ST,,LAUDERHILL,33313-5490,FL,Broward,5304 NW 16TH ST,,LAUDERHILL,FL,33313-5490,Broward,ALEA ASSISTED LIVING FACILITIES LLC,5/29/2009 12:00:00 AM,For-Profit,NA,LILLIAN MARCHEL
ALEGRIA ALF LLC,Assisted Living Facility,11969655,(305) 613-3625,6,443857,13425,LICENSED,,12/12/2024 12:00:00 AM,12/11/2026 12:00:00 AM,1150 SW 103RD CT,,MIAMI,33174,FL,Miami-Dade,1150 SW 103RD CT,,MIAMI,FL,33174,Miami-Dade,ALEGRIA ALF LLC,12/18/2019 12:00:00 AM,For-Profit,,MARIA SANCHEZ
ALELEA ALF INC,Assisted Living Facility,11968983,(786) 409-5736,6,382593,12853,LICENSED,,9/14/2024 12:00:00 AM,9/13/2026 12:00:00 AM,13444 SW 22 TERR,,MIAMI,33175,FL,Miami-Dade,13444 SW 22 TERR,,MIAMI,FL,33175,Miami-Dade,"ALELEA ALF, INC.",6/16/2016 12:00:00 AM,For-Profit,,LEANET GOMEZ
ALEXAS INC (THE),Assisted Living Facility,11942752,(813) 887-5683,10,2104,8264,LICENSED,,7/31/2025 12:00:00 AM,7/30/2027 12:00:00 AM,8615 HULSEY ROAD,,TAMPA,33634,FL,Hillsborough,2626 NORTH DUNDEE STREET,,TAMPA,FL,33629,Hillsborough,THE ALEXAS INC.,7/25/2008 12:00:00 AM,For-Profit,www.sweetwatermanor.com,KAREN BARCIA RODRIGUEZ
ALF BC BETHESDA LLC ,Assisted Living Facility,11911234,(321) 723-3288,109,1414,4788,IN REVIEW,,10/21/2023 12:00:00 AM,10/20/2025 12:00:00 AM,"2800 FORDHAM ROAD, NE",,PALM BAY,32905,FL,Brevard,19950 W COUNTRY CLUB DR,STE 800,AVENTURA,FL,33180-4603,Miami-Dade,"ALF BC BETHESDA, LLC",10/21/2011 12:00:00 AM,For-Profit,www.bethesdaonturkeycreek.com,THERESA SANTANA
ALF FAMILY CARE CORP,Assisted Living Facility,11967019,(786) 293-7955,6,241314,11118,LICENSED,,4/23/2024 12:00:00 AM,4/22/2026 12:00:00 AM,14381 SW 159TH TER,,MIAMI,33177-6869,FL,Miami-Dade,14381 SW 159TH TER,,MIAMI,FL,33177-6869,Miami-Dade,ALF FAMILY CARE CORP,7/20/2007 12:00:00 AM,For-Profit,,ELSA SANCHEZ ASTRAY
ALF FAMILY CARE II CORP,Assisted Living Facility,11967763,(305) 383-7119,6,294826,11768,IN REVIEW,,3/26/2024 12:00:00 AM,3/25/2026 12:00:00 AM,13480 SW 89TH TER,,MIAMI,33186-1571,FL,Miami-Dade,13480 SW 89TH TER,,MIAMI,FL,33186-1571,Miami-Dade,"ALF FAMILY CARE II, CORP.",12/4/2009 12:00:00 AM,For-Profit,,MICHAEL FERNANDEZ
ALF FAMILY PALACE CORP.,Assisted Living Facility,11965431,(786) 953-4512,6,4326,9785,IN REVIEW,,3/6/2024 12:00:00 AM,3/5/2026 12:00:00 AM,7521 W 30TH LN,,HIALEAH,33018-5245,FL,Miami-Dade,7521 W 30TH LN,,HIALEAH,FL,33018-5245,Miami-Dade,ALF FAMILY PALACE CORP,12/6/2013 12:00:00 AM,For-Profit,,YAMIR MENENDEZ
ALF FAMILY PARADISE CORP,Assisted Living Facility,11970921,(954) 589-5018,6,579885,14072,LICENSED,,2/11/2026 12:00:00 AM,2/10/2028 12:00:00 AM,18 SW 8 ST,,HALLANDALE BEACH,33009,FL,Broward,18 SW 8 ST,,HALLANDALE BEACH,FL,33009,Broward,ALF Family Paradise Corp.,2/11/2026 12:00:00 AM,For-Profit,,YALIANIS GABRIELA MENENDEZ
ALF FAMILY SOLUTION CORP,Assisted Living Facility,11967226,(305) 763-8098,6,256216,11312,LICENSED,,2/18/2025 12:00:00 AM,2/17/2027 12:00:00 AM,7235 SOUTH  WATER WAY  DRIVE,,MIAMI,33155,FL,Miami-Dade,7235 SOUTH  WATER WAY DRIVE,,MIAMI,FL,33155,Miami-Dade,ALF FAMILY SOLUTION CORP,1/29/2008 12:00:00 AM,For-Profit,,JAHAZIEL GARCIA ESPINOSA
ALF HOME ASSISTED LIVING PLUS MORE,Assisted Living Facility,11966784,(561) 712-0913,6,218265,10926,LICENSED,,2/28/2025 12:00:00 AM,2/27/2027 12:00:00 AM,4941 PINE CONE LANE,,WEST PALM BEACH,33417,FL,Palm Beach,4941 PINE CONE LANE,,WEST PALM BEACH,FL,33417,Palm Beach,"ALF HOME ASSISTED LIVING PLUS MORE, LLC",8/2/2010 12:00:00 AM,For-Profit,,MICHELLE PRESCOTT ESQ.
ALF KAYLA'S PLACE INC,Assisted Living Facility,11966896,(786) 641-5452,6,229701,11027,IN REVIEW,,8/20/2023 12:00:00 AM,8/19/2025 12:00:00 AM,3122 S W 151 COURT,,MIAMI,33185,FL,Miami-Dade,3122 S W 151 COURT,,MIAMI,FL,33185,Miami-Dade,ALF KAYLA'S PLACE INC,2/28/2007 12:00:00 AM,For-Profit,,GEMA ROSELLO
ALF LUCIA LLC,Assisted Living Facility,11969440,(786) 597-3618,6,419309,13238,LICENSED,,2/19/2025 12:00:00 AM,2/18/2027 12:00:00 AM,5317 SW 92ND AVE,,MIAMI,33165,FL,Miami-Dade,5317 SW 92ND AVE,,MIAMI,FL,33165,Miami-Dade,"ALF LUCIA, LLC",10/3/2018 12:00:00 AM,For-Profit,,ADRIAN A SANCHEZ
"ALF MANAGEMENT AND PROFESSIONAL SERVICES, INC",Assisted Living Facility,11911830,(305) 264-2051,14,1650,5902,LICENSED,,1/18/2025 12:00:00 AM,1/17/2027 12:00:00 AM,21 SW 75 AVENUE,,MIAMI,33144,FL,Miami-Dade,21 SW 75 AVENUE,,MIAMI,FL,33144,Miami-Dade,"ALF MANAGEMENT AND PROFESSIONAL SERVICES, INC",10/20/2014 12:00:00 AM,For-Profit,,CARLOS PEREZ
ALF MORNING DEW,Assisted Living Facility,11968603,(813) 252-9182,6,355893,12505,LICENSED,,5/19/2024 12:00:00 AM,5/18/2026 12:00:00 AM,3501 E KNOLLWOOD ST,,TAMPA,33610-1627,FL,Hillsborough,3501 E KNOLLWOOD ST,,TAMPA,FL,33610-1627,Hillsborough,"ALF MORNING DEW, INCORPORATED",1/6/2014 12:00:00 AM,For-Profit,,OSIEL LIMA
ALF SUNSET PALACE LLC,Assisted Living Facility,11969266,(305) 613-3625,6,403350,13079,IN REVIEW,,3/31/2023 12:00:00 AM,3/30/2025 12:00:00 AM,7400 SW 82ND AVE,,MIAMI,33173,FL,Miami-Dade,7400 SW 82ND AVE,,MIAMI,FL,33173,Miami-Dade,"ALF SUNSET PALACE, LLC",7/26/2017 12:00:00 AM,For-Profit,,MARIA SANCHEZ
"ALF SWEET HOME, LLC",Assisted Living Facility,11969088,(786) 254-7128,6,390001,12978,LICENSED,,6/5/2025 12:00:00 AM,6/4/2027 12:00:00 AM,9700 SW 15TH ST,,MIAMI,33174,FL,Miami-Dade,9700 SW 15TH ST,,MIAMI,FL,33174,Miami-Dade,"ALF SWEET HOME, LLC",8/23/2016 12:00:00 AM,For-Profit,,TATIANA RONDON
ALF VILLA FRANCISCO HOME CARE CORP,Assisted Living Facility,11966809,(305) 234-7787,6,220568,10934,LICENSED,,3/13/2025 12:00:00 AM,3/12/2027 12:00:00 AM,16832 S.W. 110 COURT,,MIAMI,33157,FL,Miami-Dade,16832 S.W. 110 COURT,,MIAMI,FL,33157,Miami-Dade,ALF VILLA FRANCISCO HOME CARE CORP.,10/17/2006 12:00:00 AM,For-Profit,,ROSA LILIA HERRERA
"ALFONSO'S ALF, INC",Assisted Living Facility,11967824,(305) 251-4089,6,297563,11816,IN REVIEW,,8/27/2024 12:00:00 AM,8/19/2024 12:00:00 AM,17010 SW 100 AVENUE,,MIAMI,33157,FL,Miami-Dade,17010 SW 100 AVENUE,,MIAMI,FL,33157,Miami-Dade,"ALFONSO'S ALF, INC.",2/24/2010 12:00:00 AM,For-Profit,,YAMILKA GONZALEZ LACASE
ALICE'S HOME CORP,Assisted Living Facility,11911674,(305) 223-6443,6,1590,7844,IN REVIEW,,3/22/2024 12:00:00 AM,3/21/2026 12:00:00 AM,12795 NW 10TH LN,,MIAMI,33182-1839,FL,Miami-Dade,12795 NW 10 LANE,,MIAMI,FL,33182,Miami-Dade,ALICE'S HOME CORP,12/17/1999 12:00:00 AM,For-Profit,,RUBEN BENITEZ
