"File Number","Facility","Type","Street Address","City","Zip","Phone Number","Licensed Beds"
"11969146","INSPIRITAS OF PENSACOLA","Assisted Living Facility","8601 N DAVIS HWY","PENSACOLA","32514","(850) 898-3334","85"
"11969147","HARMONY VILLAS ONE INC","Assisted Living Facility","3525-3545 MURRELL RD","ROCKLEDGE","32955","(321) 877-0005","20"
"11969148","OAKMONTE VILLAGE OF DAVIE","Assisted Living Facility","8201 STIRLING RD","DAVIE","33328","(239) 908-2921","220"
"11969149","TROUT RIVER ASSISTED LIVING FACILITY","Assisted Living Facility","9821 RIBAULT AVE","JACKSONVILLE","32208","(904) 887-3931","6"
"11969152","PRESTIGE CARE AVENTURA LLC","Assisted Living Facility","19840 NE 26TH AVE","AVENTURA","33180-2208","(305) 912-7799","6"
"11969153","SAFE FAITH PARADISE ALF LLC","Assisted Living Facility","541 BRENTFORD CT","KISSIMMEE","34758","(407) 518-1930","6"
"11969154","DOROTHY CARES ALF, LLC","Assisted Living Facility","11626 TROPICAL ISLE LN","RIVERVIEW","33579","(813) 862-8871","6"
"11969155","ACHOY ASSISTED LIVING INC","Assisted Living Facility","3601 W 11 AVE","HIALEAH","33012","(305) 826-6365","27"
"11969157","THE GLEN AT OCALA","Assisted Living Facility","9589 SW HIGHWAY 200","OCALA","34481-7852","(352) 877-7100","100"
"11969160","PRECIOUS MOMENTS FAMILY LIVING INC","Assisted Living Facility","4300 ANTHONY LN","ORLANDO","32822","(407) 624-6931","6"
"11969161","LLINA'S ALF LLC","Assisted Living Facility","28122 SW 160 CT","HOMESTEAD","33033","(786) 610-0818","6"
"11969162","BORMEY ASSISTED LIVING FACILITIES INC","Assisted Living Facility","6416 AMBASSADOR DR","TAMPA","33615","(813) 512-8569","6"
"11969167","BLUE FOUNTAIN II HOME CARE LLC","Assisted Living Facility","1317 SEQUOIA RD NW","PALM BAY","32907","(321) 676-8334","5"
"11969169","A PARADISE HOME ALF II LLC","Assisted Living Facility","438 MACY ST","WEST PALM BEACH","33405","(954) 591-1025","6"
"11969170","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","7117 BAXLEY LN","SARASOTA","34241","(941) 402-3348","6"
"11969172","SUMMER'S RAIN ALF","Assisted Living Facility","2910 SE 2ND ST","BOYNTON BEACH","33435","(561) 200-7891","10"
"11969174","NEW ERA COMMUNITY HEALTH CENTER LLC","Assisted Living Facility","1351 N KROME AVE","HOMESTEAD","33030","(786) 601-2449","200"
"11969175","COUNTRY COMFORT CARE II, INC","Assisted Living Facility","863 KUENZ PL","OCOEE","34761-3173","(347) 613-3258","5"
"11969177","LEXINGTON PLACE ASSISTED LIVING FACILITY","Assisted Living Facility","301 S MYRTLE AVE","NEW SMYRNA BEACH","32168","(386) 410-2523","115"
"11969180","MY DREAM ALF LLC","Assisted Living Facility","55 NE 193RD TERR","MIAMI","33179","(786) 613-7117","5"
"11969181","ARROWS UNLIMITED FL, INC","Assisted Living Facility","2825 WALDENS POND COVE","LONGWOOD","32779","(321) 363-0266","6"
"11969186","HERITAGE WATERSIDE LLC","Assisted Living Facility","3704 CARDINAL BLVD","DAYTONA BEACH SHORES","32118","(386) 256-2015","126"
"11969188","ANGEL CARE ALF INC","Assisted Living Facility","2821 NE 18 ST","POMPANO BEACH","33062","(561) 929-9912","6"
"11969189","SUPERIOR CARE II INC","Assisted Living Facility","8025 NW 83 ST","TAMARAC","33321","(954) 288-1069","6"
"11969190","DISCOVERY VILLAGE AT TAMPA PALMS","Assisted Living Facility","17470 BROOKSIDE TRACE CT","TAMPA","33647","(813) 605-2400","120"
"11969191","LA ESTANCIA HOME CARE ALF, INC","Assisted Living Facility","15321 NW 33RD CT","MIAMI GARDENS","33054","(786) 483-7993","6"
"11969192","HOME SUITE HOME","Assisted Living Facility","9286 BIRMINGHAM DR","PALM BEACH GARDENS","33410","(561) 379-6433","6"
"11969193","EXTENDED CARE LLC","Assisted Living Facility","5423 HARRISON STREET","HOLLYWOOD","33021","(954) 967-8428","6"
"11969194","CANTERFIELD OF CLAY COUNTY","Assisted Living Facility","1611 WINNERS CIR","MIDDLEBURG","32068","(904) 203-6100","100"
"11969195","GREENOAK VILLA OF GAINESVILLE ASSISTED LIVING FACILITY","Assisted Living Facility","1201 NW 39TH AVE","GAINESVILLE","32609","(352) 505-3556","14"
"11969196","NENA'S ON THE LAKE, ALF LLC","Assisted Living Facility","8140 NW 47TH CT","LAUDERHILL","33351","(954) 892-5751","6"
"11969198","THE ADDISON OF OAKLEAF","Assisted Living Facility","417 OAKLEAF PLANTATION PKWY","JACKSONVILLE","32222","(904) 214-3442","95"
"11969199","WINDERMERE ASSISTED LIVING FACILITY CORP","Assisted Living Facility","7050 BRAMLEA LN","WINDERMERE","34786","(407) 656-0202","5"
"11969201","GOLD CHOICE DELTONA","Assisted Living Facility","2310 N NORMANDY BLVD","DELTONA","32725","(386) 259-3860","96"
"11969202","STARWELL LIVING LLC","Assisted Living Facility","1337 PINETTA CIR","WELLINGTON","33414","(561) 422-7059","6"
"11969203","GOCIO HOME","Assisted Living Facility","3781 GOCIO RD","SARASOTA","34235","(941) 371-4091","6"
"11969204","HEAVENLY ADULT CARE LLC","Assisted Living Facility","3934 SW KAKOPO ST","PORT SAINT LUCIE","34953","(772) 626-9539","6"
"11969206","SONATA WINDERMERE","Assisted Living Facility","13798 SPEER ISLAND DR","WINDERMERE","34786","(407) 395-2525","122"
"11969207","SERENITY LIVING HOME CARE","Assisted Living Facility","3927 BUTTERCUP CIRCLE  S","PALM BEACH GARDENS","33410","(407) 219-8055","6"
"11969208","BELLA ALF LLC","Assisted Living Facility","17783 SW 145 AVE","MIAMI","33177","(786) 478-6992","6"
"11969209","MOORINGS PARK OAKSTONE AT GREY OAKS","Assisted Living Facility","2355 RUE DU JARDIN","NAPLES","34105","(239) 213-7554","50"
"11969210","ADA RETIREMENT HOME INC","Assisted Living Facility","230 SW 119TH AVE","MIAMI","33184","(786) 239-4946","6"
"11969213","SYMPHONY AT STUART","Assisted Living Facility","4900 SE WILLOUGHBY BLVD","STUART","34997","(772) 618-1565","112"
"11969215","SAEJCA'S CASTLE LLC II","Assisted Living Facility","761 NW 203 ST","MIAMI","33169","(305) 974-4511","6"
"11969217","C & Z SUNSHINE HEALTHCARE LLC","Assisted Living Facility","8233 DRY CREEK DR","TAMPA","33615","(813) 833-6700","6"
"11969220","LOVEY'S ALF LLC","Assisted Living Facility","112 5TH ST","HOLLY HILL","32117","(386) 265-2912","6"
"11969221","BRIDGEWATER PARK ASSISTED LIVING","Assisted Living Facility","9174 SW 81ST CT","OCALA","34481","(352) 509-5202","139"
"11969224","LITTLE HAVANA ALF, INC","Assisted Living Facility","2600 SW 10 ST","MIAMI","33135","(786) 488-1641","14"
"11969225","LAKE GIBSON VILLAGE","Assisted Living Facility","771 CARPENTERS WAY","LAKELAND","33809","(863) 815-6195","165"
"11969228","LIVE, LOVE, LAUGH ASSISTED LIVING INC","Assisted Living Facility","1766 SW COLUMBIA ST","PORT SAINT LUCIE","34987","(772) 800-7381","6"
"11969229","ABUELOS ALF INC","Assisted Living Facility","1031 NW 39 CT","MIAMI","33126","(305) 456-7330","6"
"11969233","ANGELS WITH A DIVINE PURPOSE LLC","Assisted Living Facility","240 SE STEPHENS ST","MADISON","32340","(850) 510-3080","15"
"11969234","HARBORCHASE OF PALM BEACH GARDENS","Assisted Living Facility","3000 CENTRAL GARDENS CIR","PALM BEACH GARDENS","33418","(772) 257-8128","160"
"11969235","THE SUMMIT OF CITRUS HILLS","Assisted Living Facility","850 W NORVELL BRYANT HWY","HERNANDO","34442","(352) 301-8500","200"
"11969236","DISCOVERY COMMONS CYPRESS POINT","Assisted Living Facility","6870 ALISTER WAY","FORT MYERS","33912","(239) 768-4044","155"
"11969238","RISING OAKS ASSISTED LIVING","Assisted Living Facility","201 RANCHERA ST NW","LIVE OAK","32064","(386) 364-2273","52"
"11969240","EVERLASTING FAMILY HOME CARE SERVICES II LLC","Assisted Living Facility","197 PONCE DE LEON ST","ROYAL PALM BEACH","33411","(561) 907-6956","6"
"11969242","IDEAL SENIOR LIVING LLC","Assisted Living Facility","1504 EDWARD AVE","LEHIGH ACRES","33972","(239) 368-7908","8"
"11969243","SEASIDE VILLA ADULT LIVING FACILITY LLC","Assisted Living Facility","610 PALM DR","SATELLITE BEACH","32937","(321) 626-5321","6"
"11969246","ELEVATED ESTATES EDWINOLA LLC","Assisted Living Facility","14235 EDWINOLA WAY","DADE CITY","33523-3763","(352) 567-6500","184"
"11969248","ARENAS BLANCAS CORP","Assisted Living Facility","4380 NW 175TH ST","MIAMI GARDENS","33055","(305) 305-3491","6"
"11969249","EAGLES EYES COMFORT CARE LLC","Assisted Living Facility","8620 NW 3RD ST","PEMBROKE PINES","33024","(754) 703-4509","6"
"11969251","AMERICAN HOME CARE FACILITY INC","Assisted Living Facility","6960 SW 155 AVE","MIAMI","33193","(786) 801-1115","6"
"11969253","DOROTHY CARES II ALF","Assisted Living Facility","10427 CRESTFIELD DR","RIVERVIEW","33569","(813) 862-8871","6"
"11969254","ESPERANZA'S ALF INC","Assisted Living Facility","14336 SW 172 ST","MIAMI","33177","(786) 816-0551","6"
"11969255","HERITAGE OAKS OF ENGLEWOOD","Assisted Living Facility","7374 SAN CASA DR","ENGLEWOOD","34224","(941) 208-0234","138"
"11969256","MONICA'S ALF","Assisted Living Facility","9576 SW 124 CT","MIAMI","33186","(786) 487-8173","6"
"11969258","INFINITY CARE ALF INC","Assisted Living Facility","6411 WILSHIRE DR","TAMPA","33615","(813) 443-6558","6"
"11969261","FIVE STAR ASSISTED LIVING FACILITY INC","Assisted Living Facility","5384 NW 4 ST","MIAMI","33126","(786) 953-4975","14"
"11969263","ENTRUSTED CARE ALF AT HEATHROW","Assisted Living Facility","405 KIMBERLY CT","SANFORD","32771","(352) 391-4952","6"
"11969264","PARKSIDE ASSISTED LIVING AND MEMORY COTTAGE","Assisted Living Facility","2595 HARBOR BLVD","PORT CHARLOTTE","33952","(941) 766-7444","94"
"11969266","ALF SUNSET PALACE LLC","Assisted Living Facility","7400 SW 82ND AVE","MIAMI","33173","(305) 613-3625","6"
"11969267","ELDERLY R US LLC","Assisted Living Facility","2980 NW 84 TERR","MIAMI","33147","(786) 953-7409","6"
"11969268","EMMANUEL CARE ASSISTED LIVING FACILITY II","Assisted Living Facility","4385 FLAX CT","PALM BEACH GARDENS","33410","(561) 660-6601","6"
"11969269","TENDER AT HEART I ASSISTED LIVING FACILITY INC","Assisted Living Facility","1592 GLENCOVE AVE","PALM BAY","32907","(321) 914-0403","6"
"11969271","RENAISSANCE SENIOR LIVING","Assisted Living Facility","2100 10TH AVE","VERO BEACH","32960","(772) 562-8491","70"
"11969273","FAITHFUL FRIENDS, INC.","Assisted Living Facility","1902 49TH AVE E","BRADENTON","34203","(941) 237-8174","10"
"11969274","HARBORCHASE OF PALM COAST","Assisted Living Facility","2125 PALM HARBOR PKWY","PALM COAST","32137","(386) 225-4070","98"
"11969275","KEYSTONE PLACE AT BEACHWALK","Assisted Living Facility","15800 BEACHWALK BLVD","FORT MYERS","33908","(239) 349-3769","135"
"11969276","AZALEA GARDENS ALZHEIMER'S SPECIAL CARE CENTER","Assisted Living Facility","2724 OX BOTTOM RD","TALLAHASSEE","32312","(850) 668-0509","66"
"11969278","ALL SEASONS IN NAPLES LLC","Assisted Living Facility","15450 TAMIAMI TRL N","NAPLES","34110","(239) 316-4400","102"
"11969279","THE GLADES AT CHAMPIONSGATE","Assisted Living Facility","8400 CHAMPIONSGATE BLVD","CHAMPIONS GATE","33896","(863) 588-3242","224"
"11969280","A COMPASSIONATE CARE ASSISTED LIVING RESIDENCE LLC","Assisted Living Facility","2646 YARMOUTH","WELLINGTON","33414","(561) 422-8120","6"
"11969281","SAVORAH ALF II LLC","Assisted Living Facility","2369 SW FERN CIR","PORT ST LUCIE","34953-2951","(772) 475-6004","6"
"11969282","EBENEZER ALF LLC, THE","Assisted Living Facility","348 ROCKLAND ST","LEHIGH ACRES","33972","(239) 728-2754","10"
"11969283","THE ARBOR AT LAKE WORTH","Assisted Living Facility","9130 HYPOLUXO RD","LAKE WORTH","33467","(561) 523-9432","191"
"11969285","VITALITY STAR RESORT ALF LLC","Assisted Living Facility","591 SW BRADSHAW CIR","PORT SAINT LUCIE","34953","(772) 207-7947","6"
"11969286","JEAN CARLOS ALF INC","Assisted Living Facility","9760 MEMORIAL RD","CUTLER BAY","33157","(786) 205-8021","6"
"11969288","ARABELLA GARDEN","Assisted Living Facility","2745 VENICE AVE E","VENICE","34292","(941) 218-4003","50"
"11969289","SUMMIT OF WINTER GARDEN, THE","Assisted Living Facility","420 ROPER RD","WINTER GARDEN","34787","(407) 654-3530","55"
"11969291","SERENITY PLACE II ALF INC","Assisted Living Facility","1221 NW 12TH PL","CAPE CORAL","33993","(305) 763-7274","5"
"11969292","NAVARRE GARDENS ASSISTED LIVING FACILITY","Assisted Living Facility","7254 NAVARRE PKWY","NAVARRE","32566","(850) 396-6155","47"
"11969293","GRANADA ALF LLC","Assisted Living Facility","11935 SW 49TH ST","MIAMI","33175","(305) 972-0375","6"
"11969295","NEW DIMENSION FAMILY CARE INC","Assisted Living Facility","849 SW HAMBERLAND AVE","PORT SAINT LUCIE","34953","(772) 359-2874","6"
"11969297","MEDINA'S ALF, CORP.","Assisted Living Facility","2443 NW 93 ST","MIAMI","33147","(786) 443-7387","6"
"11969301","RONNY'S ASSISTED LIVING LLC","Assisted Living Facility","8016 DELL DR","TAMPA","33615","(813) 249-7851","6"
"11969303","MORNINGSIDE HOUSE OF SARASOTA","Assisted Living Facility","5851 N HONORE AVE","SARASOTA","34231","(941) 584-5575","68"
"11969304","FAMILY WELFARE LLC","Assisted Living Facility","26901 SW 143 CT","HOMESTEAD","33032","(786) 377-3353","6"
"11969305","AGING WORLD ALF, LLC","Assisted Living Facility","12201 SW 93RD ST","MIAMI","33186","(786) 717-7081","6"
"11969306","THE MERIDIAN AT BOCA RATON","Assisted Living Facility","21865 PONDEROSA DR","BOCA RATON","33428-6215","(561) 288-5985","168"
"11969307","STARLING AT NOCATEE","Assisted Living Facility","999 CROSSWATER PARKWAY","PONTE VEDRA","32081","(904) 686-2000","103"
"11969308","LA COLONIA V ALF, INC.","Assisted Living Facility","401 SW 44TH ST","CAPE CORAL","33914","(239) 471-0905","6"
"11969309","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","7048 HAWKINS RD","SARASOTA","34241","(941) 404-4600","6"
"11969310","WATERMARK AT VISTAWILLA, THE","Assisted Living Facility","1519 EAST SR 434","WINTER SPRINGS","32708","(407) 702-1300","99"
"11969312","GOLDEN RETREAT OF NAPLES INC","Assisted Living Facility","3670 58TH AVE NE","NAPLES","34120","(239) 571-7868","6"
"11969313","TWIN CREEKS ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","13470 BOYETTE RD","RIVERVIEW","33569","(813) 278-5800","96"
"11969314","ALLEGRO WINTER PARK","Assisted Living Facility","2701 HOWELL BRANCH RD","WINTER PARK","32792","(407) 961-7074","105"
"11969316","HARBORCHASE OF MANDARIN","Assisted Living Facility","12350 SAN JOSE BOULEVARD","JACKSONVILLE","32223","(772) 257-8128","77"
"11969319","THE RESIDENCE","Assisted Living Facility","10075 HILLVIEW DRIVE","PENSACOLA","32514","(850) 484-3529","40"
"11969320","RS SHALOM HOME ALF INC","Assisted Living Facility","2570 NE 215TH ST","MIAMI","33180","(305) 974-2383","6"
"11969321","PRISYCO MANOR LLC","Assisted Living Facility","8061 GROVELAND AVE","PENSACOLA","32534","(850) 495-2779","8"
"11969322","LAS OVAS ALF CORP","Assisted Living Facility","1214 MEADOWBROOK DR","WEST PALM BEACH","33417","(561) 513-9149","8"
"11969323","BRISAS DEL CARIBE ALF INC","Assisted Living Facility","2203 SHERMONT PL","BRANDON","33511","(813) 454-5891","6"
"11969325","CAPITAL SQUARE AT TALLAHASSEE ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","1060 CLARITY POINTE","TALLAHASSEE","32308","(850) 219-2900","100"
"11969327","LARRY'S FAMILY 1 CARE ALF LLC","Assisted Living Facility","4402 W MINNEHAHA ST","TAMPA","33614","(813) 841-9831","6"
"11969328","FABULOUS RESORT ALF, LLC","Assisted Living Facility","1762 SE CARVALHO ST","PORT SAINT LUCIE","34983","(772) 577-3861","6"
"11969329","LIANA OF VENICE","Assisted Living Facility","2321 E  VENICE AVE","VENICE","34292","(941) 800-4808","54"
"11969330","MAGNOLIA TRAILS AT EAST LAKE","Assisted Living Facility","833 EAST LAKE ROAD N","TARPON SPRINGS","34688","(727) 202-9314","64"
"11969331","MARGATE  ASSISTED LIVING & ADULT CARE CENTER","Assisted Living Facility","521 NW 70TH WAY","MARGATE","33063","(206) 949-5646","6"
"11969332","LOVING HEALTH CARE CORP","Assisted Living Facility","14706 EGRET PLACE","TAMPA","33625","(813) 481-2184","6"
"11969334","ANGEL'S SENIOR LIVING II, LLC","Assisted Living Facility","5855 BOGGS FORD ROAD","PORT ORANGE","32127","(386) 527-5918","6"
"11969335","AMERICAN HOUSE WESLEY CHAPEL","Assisted Living Facility","30070 STATE RD 56","WESLEY CHAPEL","33543","(813) 508-6677","120"
"11969336","ROYAL DALTON HOUSE THE","Assisted Living Facility","5445 W OAK PARK BLVD","HOMOSASSA","34446","(352) 765-3259","76"
"11969337","WATERCREST OF ST LUCIE WEST ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","279 NW CALIFORNIA BLVD","PORT SAINT LUCIE","34986","(772) 877-2596","132"
"11969338","NAPLES CARE INC","Assisted Living Facility","241 BENSON ST","NAPLES","34113","(239) 529-5037","6"
"11969339","PARK VIEW ESTATE OF BRANDON","Assisted Living Facility","1502 BRYAN RD","BRANDON","33511","(813) 502-6308","10"
"11969340","COZY CARE RESIDENCE PEMBROKE ALF LLC","Assisted Living Facility","7650 TAFT ST","PEMBROKE PINES","33024","(305) 741-5775","6"
"11969341","GOOD NATURED HOME CARE  LLC","Assisted Living Facility","337 SW GRIMALDO TERRACE","PORT SAINT LUCIE","34984","(772) 237-2428","6"
"11969343","HOME AWAY ALF, LLC","Assisted Living Facility","14638 SW 139TH PL","MIAMI","33186","(786) 431-6607","6"
"11969345","WHISPERING PINES ASSISTED LIVING FACILITY LLC","Assisted Living Facility","1030 JOJO ROAD","PENSACOLA","32514","(917) 783-3155","15"
"11969346","RAPHA'S HOUSE, LLC","Assisted Living Facility","2006 WRANGLER DR","BRANDON","33511","(813) 571-9909","6"
"11969347","ELEGANCE AT LAKE WORTH","Assisted Living Facility","9948 WOODWIND LANE","LAKE WORTH","33467","(561) 433-6002","142"
"11969348","EMBASSY BRANDON, LLC","Assisted Living Facility","1320 OAKFIELD DR","BRANDON","33511","(813) 607-6880","146"
"11969349","SERENITY LIFESTYLE PLUS II LLC","Assisted Living Facility","178 EVERGREEN ST NE","PALM BAY","32907","(321) 914-3006","6"
"11969350","PROMISE POINTE AT TAMPA OAKS","Assisted Living Facility","12110 MORRIS BRIDGE RD","TEMPLE TERRACE","33637","(813) 694-2153","130"
"11969352","CARING ANGELS HOME OF FLORIDA, INC","Assisted Living Facility","118 MEADOWLARK DR","ROYAL PALM BEACH","33411","(561) 557-1833","6"
"11969353","ODENIA'S ANGELS ALF CORP","Assisted Living Facility","8204 SUNNYSLOPE DR","TAMPA","33615","(813) 447-4510","6"
"11969356","COBBLESTONE MANOR","Assisted Living Facility","208 COBBLESTONE DR","SPRING HILL","34606","(352) 777-0481","15"
"11969358","BANYAN PLACE LANTANA","Assisted Living Facility","1021 RIDGE RD","LANTANA","33462","(561) 571-0301","39"
"11969359","AMERICAN HOUSE FORT MYERS","Assisted Living Facility","14001 METRO PKWY","FORT MYERS","33912","(239) 689-4646","143"
"11969360","WINDSOR OF GAINESVILLE ASSISTED LIVING & MEMORY CARE THE","Assisted Living Facility","3605 NW 83RD ST","GAINESVILLE","32606","(352) 372-1900","115"
"11969362","WATERCREST BUENA VISTA","Assisted Living Facility","5867 EAST COUNTY ROAD 466","THE VILLAGES","32162","(352) 561-8450","130"
"11969363","FEELS LIKE HOME IN TAMPA ALF INC","Assisted Living Facility","6018 MEMORIAL HWY","TAMPA","33615","(813) 252-8418","6"
"11969364","PINCKNEY ESTATES ASSISTED LIVING INC","Assisted Living Facility","1823 UNIVERSITY BLVD SOUTH","JACKSONVILLE","32216","(904) 226-1817","8"
"11969366","GENERATIONS SENIOR LIVING AT THE FAIRWAYS","Assisted Living Facility","5268 CR 125","WILDWOOD","34785","(352) 748-2068","6"
"11969369","TRINITY CARING HANDS & MORE LLC","Assisted Living Facility","1816 SW BRISBANE STREET","PORT SAINT LUCIE","34984","(914) 906-0903","6"
"11969370","SILVER TREASURES AT LANE","Assisted Living Facility","1769 LANE AVE S","JACKSONVILLE","32210","(904) 990-6001","32"
"11969371","CERTUS MTD OPCO, LLC","Assisted Living Facility","4901 LAKE PARK CT","MOUNT DORA","32757","(352) 385-1800","70"
"11969374","ROSE'S TERRACE INC","Assisted Living Facility","1924 NEPTUNE ROAD","KISSIMMEE","34744","(407) 334-2621","11"
"11969375","MURIEL MANOR ASSISTED LIVING, INC.","Assisted Living Facility","3200 66TH ST N","SAINT PETERSBURG","33710","(727) 564-6556","16"
"11969376","BEST CARE SENIOR LIVING AT WINTER HAVEN","Assisted Living Facility","1801 LAKE MARIAM DR","WINTER HAVEN","33884","(863) 877-0413","66"
"11969378","DAYI'S SUNFLOWERS ALF LLC","Assisted Living Facility","5739 RIDGESTONE DR","TAMPA","33625","(813) 203-9277","6"
"11969380","ARBORS OF GULF BREEZE","Assisted Living Facility","50 JOACHIM DR","GULF BREEZE","32561","(850) 934-1018","98"
"11969382","THE HARRISON OF WILDWOOD ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","1477 HUEY STREET","WILDWOOD","34785","(817) 586-2224","111"
"11969383","ROSELAND ALF INC","Assisted Living Facility","7520 S.W. 146 AVE","MIAMI","33183","(786) 899-0051","6"
"11969387","AVALON DIVINE FAMILY RESORT ASSISTED LIVING","Assisted Living Facility","160 SW SARATOGA AVE","PORT SAINT LUCIE","34953","(561) 929-8096","6"
"11969388","WINDSOR AT CELEBRATION","Assisted Living Facility","1370 CELEBRATION BLVD","CELEBRATION","34747","(407) 870-1561","123"
"11969391","TUSCANY SHORES","Assisted Living Facility","451 WENTHROP CIR","ROCKLEDGE","32955","(321) 704-0300","5"
"11969392","HOME SUITE HOME 2","Assisted Living Facility","4280 EMPRESS ST","PALM BEACH GARDENS","33410","(561) 379-6433","6"
"11969397","SYMPHONY AT DELRAY BEACH","Assisted Living Facility","4840 WEST ATLANTIC AVENUE","DELRAY BEACH","33445","(561) 672-0774","146"
"11969400","SUPERIOR LIVING LLC","Assisted Living Facility","496 SE VERADA AVE","PORT SAINT LUCIE","34983","(772) 940-6771","6"
"11969401","VILLA ALEGRE CORP","Assisted Living Facility","1840-42 NW 15 ST","MIAMI","33125","(305) 603-9464","14"
"11969402","BLESSING TIME ALF, INC","Assisted Living Facility","11461 SW 214 ST","MIAMI","33189","(786) 728-3122","6"
"11969403","ANGEL OF LIGHT ASSISTED LIVING FACILITY, LLC","Assisted Living Facility","613 SW HOMELAND RD","PORT SAINT LUCIE","34953","(772) 353-5885","6"
"11969404","THE CLUB AT WELLINGTON","Assisted Living Facility","14115 LILY CT","WELLINGTON","33414","(561) 429-6168","42"
"11969405","COMPASSIONATE CARE SANCTUARY LLC","Assisted Living Facility","4104 FOXTAIL CT","KISSIMMEE","34746","(347) 526-0863","14"
"11969406","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","7193 PROCTOR RD","SARASOTA","34241","(941) 217-8283","6"
"11969407","SEAGRASS VILLAGE OF FLEMING ISLAND","Assisted Living Facility","1949 EAST WEST PKWY","FLEMING ISLAND","32003","(904) 592-1100","100"
"11969409","ANGELS SENIOR LIVING AT SARASOTA","Assisted Living Facility","5750 HONORE AVENUE","SARASOTA","34233","(941) 866-4000","110"
"11969410","KEYSTONE PLACE AT TERRA BELLA","Assisted Living Facility","2200 LIVINGSTON ROAD","LAND O LAKES","34639","(813) 388-2121","88"
"11969411","ARTIS SENIOR LIVING OF DAVIE LLC","Assisted Living Facility","2794 SOUTH FLAMINGO ROAD","DAVIE","33330","(954) 990-8941","72"
"11969412","CARING ASSISTED LIVING LLC","Assisted Living Facility","2588 SW GROTTO CIRCLE","PORT SAINT LUCIE","34953","(772) 209-8249","4"
"11969413","ARTIS SENIOR LIVING OF PALM COAST","Assisted Living Facility","2 CORPORATE DR","PALM COAST","32137","(386) 261-1340","68"
"11969416","SHALLOW ASSISTED LIVING LLC","Assisted Living Facility","9035 SHALLOW FORD LN","PORT RICHEY","34668","(727) 816-9224","5"
"11969418","ILDEXYS HOME HEALTH CARE CORP","Assisted Living Facility","3340 NW 80TH TERR","MIAMI","33147","(786) 631-5934","6"
"11969421","OASIS RAQUEL ALF INC","Assisted Living Facility","3078 DREW WAY","PALM SPRINGS","33406","(561) 307-5772","6"
"11969426","SUNSHINE ASSISTED LIVING HOME CARE FACILITY","Assisted Living Facility","1422 SE 23RD TERR","CAPE CORAL","33990","(239) 347-7987","6"
"11969431","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","7205 PROCTOR RD","SARASOTA","34241","(941) 402-3348","6"
"11969433","THE LANDING OF PANAMA CITY BEACH","Assisted Living Facility","401 N ALF COLEMAN ROAD","PANAMA CITY BEACH","32407","(850) 249-0707","70"
"11969434","ALAMAR SENIOR LIVING","Assisted Living Facility","8785 LAKE WORTH ROAD","WELLINGTON","33467","(561) 320-4500","156"
"11969440","ALF LUCIA LLC","Assisted Living Facility","5317 SW 92ND AVE","MIAMI","33165","(786) 597-3618","6"
"11969441","MEMORIAL ALF LLC","Assisted Living Facility","14801 54TH WAY N","CLEARWATER","33760","(727) 754-6954","5"
"11969443","CANOPY AT HARPER LAKE (THE)","Assisted Living Facility","213 NW GLEASON DR","LAKE CITY","32055-5846","(386) 344-6985","82"
"11969444","THE BARCLAY AT PARKSQUARE","Assisted Living Facility","2940 NE 207 STREET","AVENTURA","33180","(786) 981-6649","150"
"11969445","CERTUS OC OPCO LLC","Assisted Living Facility","675 VETERANS MEMORIAL PKWY","ORANGE CITY","32763","(386) 775-3000","64"
"11969446","SANTA ANA ALF LLC","Assisted Living Facility","11211 SW 188 ST","MIAMI","33157","(786) 592-2339","6"
"11969448","VENETIAN GARDENS HOME INC","Assisted Living Facility","15060 SW 63RD TERR","MIAMI","33193","(305) 200-3171","6"
"11969449","TRINITY COMMUNITY LIVING","Assisted Living Facility","308 SW SHELBY AVE","MADISON","32340","(850) 212-3491","5"
"11969452","HARBORCHASE OF DR PHILLIPS","Assisted Living Facility","7233 DELLA DRIVE","ORLANDO","32819","(407) 984-4530","141"
"11969453","SENIOR POINT ASSISTED LIVING FACILITY LLC","Assisted Living Facility","2940 W HILLSBOROUGH AVE","TAMPA","33614","(813) 221-2273","92"
"11969455","BRITOS HOME II CORPORATION","Assisted Living Facility","8603 NW 192 LN","MIAMI GARDENS","33015","(305) 816-6558","6"
"11969457","YOUNG HEARTS EXTENDED ASSISTED LIVING FACILITY LLC","Assisted Living Facility","1410 NE 219TH ST","LAWTEY","32058","(904) 769-1122","6"
"11969458","WARM EMBRACE RETIREMENT HOME","Assisted Living Facility","30500 SW 152 AVE","HOMESTEAD","33033","(786) 601-2464","6"
"11969459","PROVIDENCE LIVING AT HUNTER'S CREEK","Assisted Living Facility","1701 BALL PARK RD","KISSIMMEE","34741","(407) 900-2840","138"
"11969460","THE BLAKE AT PENSACOLA","Assisted Living Facility","428 AIRPORT BLVD","PENSACOLA","32503","(850) 476-1010","131"
